Fecha,Precio
"27/11/2012,1824.12;"
"26/11/2012,1820.18;"
"23/11/2012,1815.76;"
"21/11/2012,1815.58;"
"20/11/2012,1817.67;"
"19/11/2012,1823.46;"
"16/11/2012,1822.61;"
"15/11/2012,1818.2;"
"14/11/2012,1819.3;"
"13/11/2012,1816.99;"
"9/11/2012,1814.21;"
"8/11/2012,1814.83;"
"7/11/2012,1814.99;"
"6/11/2012,1828.8;"
"2/11/2012,1825.5;"
"1/11/2012,1831.25;"
"31/10/2012,1829.89;"
"30/10/2012,1830.45;"
"29/10/2012,1823.18;"
"26/10/2012,1816.97;"
"25/10/2012,1817.25;"
"24/10/2012,1816.6;"
"23/10/2012,1802.91;"
"22/10/2012,1798.42;"
"19/10/2012,1797.66;"
"18/10/2012,1798.53;"
"17/10/2012,1797.81;"
"16/10/2012,1797.68;"
"12/10/2012,1797.68;"
"11/10/2012,1799.78;"
"10/10/2012,1798.32;"
"9/10/2012,1795.4;"
"5/10/2012,1797.68;"
"4/10/2012,1800.43;"
"3/10/2012,1798.86;"
"2/10/2012,1797.97;"
"1/10/2012,1800.52;"
"28/9/2012,1798.08;"
"27/9/2012,1799.55;"
"26/9/2012,1795.69;"
"25/9/2012,1799.29;"
"24/9/2012,1796.75;"
"21/9/2012,1798.98;"
"20/9/2012,1795.66;"
"19/9/2012,1800.19;"
"18/9/2012,1799.77;"
"17/9/2012,1789.54;"
"14/9/2012,1799.57;"
"13/9/2012,1802.22;"
"12/9/2012,1795.4;"
"11/9/2012,1802.23;"
"10/9/2012,1797.35;"
"7/9/2012,1804.09;"
"6/9/2012,1814.06;"
"5/9/2012,1824.81;"
"4/9/2012,1825.21;"
"31/8/2012,1830.5;"
"30/8/2012,1833.14;"
"29/8/2012,1828.99;"
"28/8/2012,1821.44;"
"27/8/2012,1814.83;"
"24/8/2012,1808.33;"
"23/8/2012,1812.88;"
"22/8/2012,1815.8;"
"21/8/2012,1822.59;"
"17/8/2012,1825.52;"
"16/8/2012,1817.18;"
"15/8/2012,1800.81;"
"14/8/2012,1792.86;"
"13/8/2012,1791.61;"
"10/8/2012,1788.08;"
"9/8/2012,1788.03;"
"8/8/2012,1785.29;"
"6/8/2012,1786.06;"
"3/8/2012,1790.97;"
"2/8/2012,1787.51;"
"1/8/2012,1790.74;"
"31/7/2012,1789.02;"
"30/7/2012,1791.12;"
"27/7/2012,1789.22;"
"26/7/2012,1799.48;"
"25/7/2012,1797.33;"
"24/7/2012,1790.39;"
"23/7/2012,1775.8;"
"19/7/2012,1778.28;"
"18/7/2012,1778.97;"
"17/7/2012,1778.42;"
"16/7/2012,1780.21;"
"13/7/2012,1790.12;"
"12/7/2012,1787.72;"
"11/7/2012,1785.06;"
"10/7/2012,1790.25;"
"9/7/2012,1785.25;"
"6/7/2012,1774.37;"
"5/7/2012,1771.53;"
"3/7/2012,1784.6;"
"29/6/2012,1805.6;"
"28/6/2012,1796.18;"
"27/6/2012,1805.14;"
"26/6/2012,1803.37;"
"25/6/2012,1787.47;"
"22/6/2012,1775.99;"
"21/6/2012,1770.38;"
"20/6/2012,1773.18;"
"19/6/2012,1786.21;"
"15/6/2012,1787.63;"
"14/6/2012,1783.45;"
"13/6/2012,1776.47;"
"12/6/2012,1776.26;"
"8/6/2012,1766.91;"
"7/6/2012,1782.89;"
"6/6/2012,1798.85;"
"5/6/2012,1815.54;"
"4/6/2012,1834.71;"
"1/6/2012,1833.8;"
"31/5/2012,1827.83;"
"30/5/2012,1818.82;"
"29/5/2012,1840.69;"
"25/5/2012,1836.45;"
"24/5/2012,1845.17;"
"23/5/2012,1824.73;"
"22/5/2012,1814.46;"
"18/5/2012,1804.92;"
"17/5/2012,1793.61;"
"16/5/2012,1778.37;"
"15/5/2012,1771.6;"
"14/5/2012,1764.69;"
"11/5/2012,1765;"
"10/5/2012,1775.96;"
"9/5/2012,1760.6;"
"8/5/2012,1759.12;"
"7/5/2012,1757.24;"
"4/5/2012,1754.89;"
"3/5/2012,1760.12;"
"2/5/2012,1764;"
"30/4/2012,1761.2;"
"27/4/2012,1764.63;"
"26/4/2012,1763.85;"
"25/4/2012,1767.91;"
"24/4/2012,1774.44;"
"23/4/2012,1771.13;"
"20/4/2012,1776.06;"
"19/4/2012,1774.21;"
"18/4/2012,1769.07;"
"17/4/2012,1775.67;"
"16/4/2012,1777.12;"
"13/4/2012,1778.78;"
"12/4/2012,1787.66;"
"11/4/2012,1793.3;"
"10/4/2012,1779.53;"
"9/4/2012,1772.58;"
"4/4/2012,1767.84;"
"3/4/2012,1779.13;"
"2/4/2012,1792.07;"
"30/3/2012,1784.66;"
"29/3/2012,1771.25;"
"28/3/2012,1762.93;"
"27/3/2012,1759.58;"
"26/3/2012,1760.17;"
"23/3/2012,1761.87;"
"22/3/2012,1758.03;"
"21/3/2012,1759.78;"
"20/3/2012,1758.38;"
"16/3/2012,1761.02;"
"15/3/2012,1761.04;"
"14/3/2012,1760.77;"
"13/3/2012,1766.1;"
"12/3/2012,1762.08;"
"9/3/2012,1765.06;"
"8/3/2012,1773.88;"
"7/3/2012,1779.32;"
"6/3/2012,1774.03;"
"5/3/2012,1775.69;"
"2/3/2012,1770.7;"
"1/3/2012,1766.85;"
"29/2/2012,1767.83;"
"28/2/2012,1777.27;"
"27/2/2012,1772.42;"
"24/2/2012,1776.11;"
"23/2/2012,1781.57;"
"22/2/2012,1777.59;"
"21/2/2012,1779.81;"
"17/2/2012,1792.92;"
"16/2/2012,1791.29;"
"15/2/2012,1785.24;"
"14/2/2012,1778.12;"
"13/2/2012,1785.59;"
"10/2/2012,1774.96;"
"9/2/2012,1778.9;"
"8/2/2012,1783.34;"
"7/2/2012,1787.96;"
"6/2/2012,1784.77;"
"3/2/2012,1795.55;"
"2/2/2012,1797.68;"
"1/2/2012,1805.98;"
"31/1/2012,1815.08;"
"30/1/2012,1810.55;"
"27/1/2012,1801.88;"
"26/1/2012,1814.69;"
"25/1/2012,1814.58;"
"24/1/2012,1811.55;"
"23/1/2012,1828.75;"
"20/1/2012,1821.86;"
"19/1/2012,1827.24;"
"18/1/2012,1836.34;"
"17/1/2012,1841.31;"
"13/1/2012,1842.47;"
"12/1/2012,1854.17;"
"11/1/2012,1865.07;"
"10/1/2012,1884.47;"
"6/1/2012,1884.44;"
"5/1/2012,1898.24;"
"4/1/2012,1915.02;"
"3/1/2012,1942.7;"
"29/12/2011,1938.52;"
"28/12/2011,1920.16;"
"27/12/2011,1920.93;"
"23/12/2011,1927.71;"
"22/12/2011,1935.72;"
"21/12/2011,1932.08;"
"20/12/2011,1939.39;"
"19/12/2011,1935.64;"
"16/12/2011,1935.96;"
"15/12/2011,1937.6;"
"14/12/2011,1929.01;"
"13/12/2011,1932.3;"
"12/12/2011,1927.1;"
"9/12/2011,1930.57;"
"7/12/2011,1936.11;"
"6/12/2011,1936.29;"
"5/12/2011,1938.83;"
"2/12/2011,1949.56;"
"1/12/2011,1948.51;"
"30/11/2011,1967.18;"
"29/11/2011,1946.28;"
"28/11/2011,1948.48;"
"25/11/2011,1932.63;"
"23/11/2011,1925.39;"
"22/11/2011,1928.47;"
"21/11/2011,1917.45;"
"18/11/2011,1910.83;"
"17/11/2011,1912.2;"
"16/11/2011,1915.41;"
"15/11/2011,1913.65;"
"10/11/2011,1917.69;"
"9/11/2011,1908.71;"
"8/11/2011,1915.72;"
"4/11/2011,1905.38;"
"3/11/2011,1889.66;"
"2/11/2011,1891.38;"
"1/11/2011,1871.49;"
"31/10/2011,1863.06;"
"28/10/2011,1862.84;"
"27/10/2011,1878.1;"
"26/10/2011,1875.55;"
"25/10/2011,1878.78;"
"24/10/2011,1897.45;"
"21/10/2011,1905.95;"
"20/10/2011,1900.1;"
"19/10/2011,1902.47;"
"18/10/2011,1895.33;"
"14/10/2011,1909.12;"
"13/10/2011,1896.72;"
"12/10/2011,1913.6;"
"11/10/2011,1931.64;"
"7/10/2011,1952.09;"
"6/10/2011,1967.56;"
"5/10/2011,1972.76;"
"4/10/2011,1943.8;"
"3/10/2011,1929.01;"
"30/9/2011,1915.1;"
"29/9/2011,1907.75;"
"28/9/2011,1887.38;"
"27/9/2011,1903.31;"
"26/9/2011,1902.45;"
"23/9/2011,1915.63;"
"22/9/2011,1882.23;"
"21/9/2011,1854.96;"
"20/9/2011,1843.26;"
"19/9/2011,1820.29;"
"16/9/2011,1822.04;"
"15/9/2011,1824.15;"
"14/9/2011,1813.42;"
"13/9/2011,1811.34;"
"12/9/2011,1796.58;"
"9/9/2011,1789.9;"
"8/9/2011,1789.3;"
"7/9/2011,1791.89;"
"6/9/2011,1782.8;"
"2/9/2011,1778.51;"
"1/9/2011,1780.26;"
"31/8/2011,1783.66;"
"30/8/2011,1787.52;"
"29/8/2011,1794.02;"
"26/8/2011,1791.05;"
"25/8/2011,1791.61;"
"24/8/2011,1781.91;"
"23/8/2011,1779.86;"
"22/8/2011,1779.05;"
"19/8/2011,1775.84;"
"18/8/2011,1767.29;"
"17/8/2011,1776.66;"
"16/8/2011,1783.35;"
"12/8/2011,1793.47;"
"11/8/2011,1800.97;"
"10/8/2011,1811.68;"
"9/8/2011,1811.18;"
"8/8/2011,1792.68;"
"5/8/2011,1781.33;"
"4/8/2011,1772.52;"
"3/8/2011,1765.53;"
"2/8/2011,1771.81;"
"1/8/2011,1777.82;"
"29/7/2011,1771.15;"
"28/7/2011,1764.89;"
"27/7/2011,1759.88;"
"26/7/2011,1768.02;"
"25/7/2011,1757.35;"
"22/7/2011,1756.38;"
"21/7/2011,1757.49;"
"19/7/2011,1758.99;"
"18/7/2011,1750.9;"
"15/7/2011,1748.41;"
"14/7/2011,1758.25;"
"13/7/2011,1765.32;"
"12/7/2011,1768.42;"
"11/7/2011,1759.41;"
"8/7/2011,1759.38;"
"7/7/2011,1767.47;"
"6/7/2011,1766.57;"
"5/7/2011,1762.59;"
"1/7/2011,1772.32;"
"30/6/2011,1780.16;"
"29/6/2011,1786.73;"
"28/6/2011,1787.8;"
"24/6/2011,1788.11;"
"23/6/2011,1779.1;"
"22/6/2011,1780.48;"
"21/6/2011,1789.47;"
"20/6/2011,1787.8;"
"17/6/2011,1793.92;"
"16/6/2011,1781.4;"
"15/6/2011,1774.24;"
"14/6/2011,1777.64;"
"13/6/2011,1774.94;"
"10/6/2011,1772.59;"
"9/6/2011,1769.83;"
"8/6/2011,1770.13;"
"7/6/2011,1785.05;"
"3/6/2011,1784.12;"
"2/6/2011,1789.41;"
"1/6/2011,1797.83;"
"31/5/2011,1817.34;"
"27/5/2011,1829.75;"
"26/5/2011,1831.58;"
"25/5/2011,1828.64;"
"24/5/2011,1828.12;"
"23/5/2011,1819.86;"
"20/5/2011,1814.99;"
"19/5/2011,1824.62;"
"18/5/2011,1826.03;"
"17/5/2011,1814.98;"
"16/5/2011,1805.37;"
"13/5/2011,1807.86;"
"12/5/2011,1798.66;"
"11/5/2011,1791.72;"
"10/5/2011,1779.7;"
"9/5/2011,1763.12;"
"6/5/2011,1769.46;"
"5/5/2011,1763.45;"
"4/5/2011,1767.05;"
"3/5/2011,1768.37;"
"2/5/2011,1768.19;"
"29/4/2011,1767.54;"
"28/4/2011,1784.11;"
"27/4/2011,1787.88;"
"26/4/2011,1781.56;"
"25/4/2011,1782.59;"
"20/4/2011,1790.54;"
"19/4/2011,1799.79;"
"18/4/2011,1800.63;"
"15/4/2011,1811.1;"
"14/4/2011,1818.91;"
"13/4/2011,1818.14;"
"12/4/2011,1815.79;"
"11/4/2011,1817.35;"
"8/4/2011,1825.09;"
"7/4/2011,1826.97;"
"6/4/2011,1838.29;"
"5/4/2011,1846.78;"
"4/4/2011,1858.95;"
"1/4/2011,1870.6;"
"31/3/2011,1879.47;"
"30/3/2011,1888;"
"29/3/2011,1877.84;"
"28/3/2011,1871.37;"
"25/3/2011,1865.11;"
"24/3/2011,1867.74;"
"23/3/2011,1866.34;"
"22/3/2011,1874.79;"
"18/3/2011,1876.78;"
"17/3/2011,1892.62;"
"16/3/2011,1887.67;"
"15/3/2011,1876.29;"
"14/3/2011,1866.2;"
"11/3/2011,1871.97;"
"10/3/2011,1879.49;"
"9/3/2011,1889.85;"
"8/3/2011,1893.17;"
"7/3/2011,1890.23;"
"4/3/2011,1904.73;"
"3/3/2011,1916.05;"
"2/3/2011,1913.21;"
"1/3/2011,1907.37;"
"28/2/2011,1895.56;"
"25/2/2011,1898.39;"
"24/2/2011,1898.28;"
"23/2/2011,1889.69;"
"22/2/2011,1879.15;"
"18/2/2011,1893.46;"
"17/2/2011,1907.69;"
"16/2/2011,1902.01;"
"15/2/2011,1891.84;"
"14/2/2011,1880.37;"
"11/2/2011,1889.1;"
"10/2/2011,1891.54;"
"9/2/2011,1875.32;"
"8/2/2011,1871.81;"
"7/2/2011,1872.01;"
"4/2/2011,1863.03;"
"3/2/2011,1852.67;"
"2/2/2011,1853.33;"
"1/2/2011,1867.82;"
"31/1/2011,1857.98;"
"28/1/2011,1858.7;"
"27/1/2011,1862.05;"
"26/1/2011,1853.71;"
"25/1/2011,1842.43;"
"24/1/2011,1838.94;"
"21/1/2011,1849.59;"
"20/1/2011,1841.9;"
"19/1/2011,1864.64;"
"18/1/2011,1872.46;"
"14/1/2011,1864.36;"
"13/1/2011,1855.46;"
"12/1/2011,1856.79;"
"11/1/2011,1859.97;"
"7/1/2011,1869.94;"
"6/1/2011,1894.82;"
"5/1/2011,1899.86;"
"4/1/2011,1902.71;"
"3/1/2011,1913.98;"
"30/12/2010,1989.88;"
"29/12/2010,2027.33;"
"28/12/2010,1964.57;"
"27/12/2010,1939.54;"
"24/12/2010,1928.33;"
"23/12/2010,1934.44;"
"22/12/2010,1934.96;"
"21/12/2010,1928.71;"
"20/12/2010,1923.13;"
"17/12/2010,1916.09;"
"16/12/2010,1905.84;"
"15/12/2010,1899.89;"
"14/12/2010,1894.12;"
"13/12/2010,1911.87;"
"10/12/2010,1902.72;"
"9/12/2010,1880.82;"
"7/12/2010,1889.75;"
"6/12/2010,1896.73;"
"3/12/2010,1920;"
"2/12/2010,1933.58;"
"1/12/2010,1932.63;"
"30/11/2010,1916.96;"
"29/11/2010,1906.69;"
"26/11/2010,1889.11;"
"24/11/2010,1892.84;"
"23/11/2010,1882;"
"22/11/2010,1875.39;"
"19/11/2010,1865.82;"
"18/11/2010,1875.78;"
"17/11/2010,1880.98;"
"16/11/2010,1861.74;"
"12/11/2010,1858.01;"
"10/11/2010,1836.27;"
"9/11/2010,1828.28;"
"8/11/2010,1817.7;"
"5/11/2010,1821.05;"
"4/11/2010,1840.51;"
"3/11/2010,1845.51;"
"2/11/2010,1831.64;"
"29/10/2010,1839.9;"
"28/10/2010,1846.41;"
"27/10/2010,1838.45;"
"26/10/2010,1830.96;"
"25/10/2010,1823.05;"
"22/10/2010,1816.28;"
"21/10/2010,1812.6;"
"20/10/2010,1817.45;"
"19/10/2010,1807.88;"
"15/10/2010,1801.2;"
"14/10/2010,1791.56;"
"13/10/2010,1786.77;"
"12/10/2010,1786.37;"
"8/10/2010,1786.2;"
"7/10/2010,1796.29;"
"6/10/2010,1802.43;"
"5/10/2010,1802.09;"
"4/10/2010,1795.93;"
"1/10/2010,1801.01;"
"30/9/2010,1799.89;"
"29/9/2010,1804.06;"
"28/9/2010,1802.15;"
"27/9/2010,1809.46;"
"24/9/2010,1810.72;"
"23/9/2010,1803.71;"
"22/9/2010,1805.31;"
"21/9/2010,1798.73;"
"20/9/2010,1806.76;"
"17/9/2010,1811.55;"
"16/9/2010,1806.78;"
"15/9/2010,1788.05;"
"14/9/2010,1793.28;"
"13/9/2010,1801.04;"
"10/9/2010,1802.54;"
"9/9/2010,1803;"
"8/9/2010,1808.65;"
"7/9/2010,1807.73;"
"3/9/2010,1810.65;"
"2/9/2010,1815.09;"
"1/9/2010,1826.31;"
"31/8/2010,1823.74;"
"30/8/2010,1817.68;"
"27/8/2010,1811.46;"
"26/8/2010,1820.29;"
"25/8/2010,1818.86;"
"24/8/2010,1806.93;"
"23/8/2010,1820.93;"
"20/8/2010,1819.13;"
"19/8/2010,1808.14;"
"18/8/2010,1810.75;"
"17/8/2010,1835.32;"
"13/8/2010,1812.2;"
"12/8/2010,1807.55;"
"11/8/2010,1810.12;"
"10/8/2010,1808.93;"
"9/8/2010,1815.46;"
"6/8/2010,1818.5;"
"5/8/2010,1824.52;"
"4/8/2010,1834.58;"
"3/8/2010,1832.45;"
"2/8/2010,1842.79;"
"30/7/2010,1841.35;"
"29/7/2010,1846.23;"
"28/7/2010,1852.83;"
"27/7/2010,1859.5;"
"26/7/2010,1867.47;"
"23/7/2010,1864.04;"
"22/7/2010,1867.07;"
"21/7/2010,1872.92;"
"19/7/2010,1878.77;"
"16/7/2010,1871.96;"
"15/7/2010,1873.87;"
"14/7/2010,1871.19;"
"13/7/2010,1877.2;"
"12/7/2010,1877.66;"
"9/7/2010,1889.61;"
"8/7/2010,1901.38;"
"7/7/2010,1882.47;"
"6/7/2010,1884.31;"
"2/7/2010,1897.33;"
"1/7/2010,1913.15;"
"30/6/2010,1916.46;"
"29/6/2010,1901.65;"
"28/6/2010,1900.36;"
"25/6/2010,1896.87;"
"24/6/2010,1895.75;"
"23/6/2010,1886.05;"
"22/6/2010,1889.51;"
"21/6/2010,1906.61;"
"18/6/2010,1902.78;"
"17/6/2010,1912.29;"
"16/6/2010,1917.82;"
"15/6/2010,1925.35;"
"11/6/2010,1928.83;"
"10/6/2010,1943.41;"
"9/6/2010,1960.5;"
"8/6/2010,1965.83;"
"4/6/2010,1961.47;"
"3/6/2010,1963.36;"
"2/6/2010,1971.45;"
"1/6/2010,1971.55;"
"28/5/2010,1966.8;"
"27/5/2010,1976.4;"
"26/5/2010,1989.51;"
"25/5/2010,1975.01;"
"24/5/2010,1998.42;"
"21/5/2010,2017.68;"
"20/5/2010,1997.09;"
"19/5/2010,1976.46;"
"18/5/2010,1968.1;"
"14/5/2010,1959.62;"
"13/5/2010,1966.36;"
"12/5/2010,1980.5;"
"11/5/2010,1988.32;"
"10/5/2010,2029.54;"
"7/5/2010,2010.13;"
"6/5/2010,2003.37;"
"5/5/2010,1988.47;"
"4/5/2010,1973.42;"
"3/5/2010,1950.44;"
"30/4/2010,1969.75;"
"29/4/2010,1973.05;"
"28/4/2010,1961.82;"
"27/4/2010,1943.41;"
"26/4/2010,1950.89;"
"23/4/2010,1955.84;"
"22/4/2010,1948.47;"
"21/4/2010,1947.69;"
"20/4/2010,1951.04;"
"19/4/2010,1942.21;"
"16/4/2010,1943.83;"
"15/4/2010,1938.24;"
"14/4/2010,1936.22;"
"13/4/2010,1926.16;"
"12/4/2010,1921.32;"
"9/4/2010,1931.91;"
"8/4/2010,1920.53;"
"7/4/2010,1911.07;"
"6/4/2010,1911.78;"
"5/4/2010,1921.88;"
"31/3/2010,1928.59;"
"30/3/2010,1934.21;"
"29/3/2010,1933.4;"
"26/3/2010,1922.91;"
"25/3/2010,1923.41;"
"24/3/2010,1907.06;"
"23/3/2010,1907.06;"
"19/3/2010,1900.55;"
"18/3/2010,1893.42;"
"17/3/2010,1896.15;"
"16/3/2010,1899.75;"
"15/3/2010,1892.99;"
"12/3/2010,1894.79;"
"11/3/2010,1888.05;"
"10/3/2010,1894.3;"
"9/3/2010,1894.44;"
"8/3/2010,1902.31;"
"5/3/2010,1928.33;"
"4/3/2010,1916.41;"
"3/3/2010,1895.86;"
"2/3/2010,1913.86;"
"1/3/2010,1932.32;"
"26/2/2010,1941.98;"
"25/2/2010,1932.15;"
"24/2/2010,1924.75;"
"23/2/2010,1914.87;"
"22/2/2010,1928.86;"
"19/2/2010,1930.94;"
"18/2/2010,1928.79;"
"17/2/2010,1925.79;"
"16/2/2010,1936.9;"
"12/2/2010,1943.6;"
"11/2/2010,1965.03;"
"10/2/2010,1981.4;"
"9/2/2010,2003.76;"
"8/2/2010,1997.13;"
"5/2/2010,1984.16;"
"4/2/2010,1966.02;"
"3/2/2010,1959.93;"
"2/2/2010,1972.6;"
"1/2/2010,1982.29;"
"29/1/2010,1991.21;"
"28/1/2010,1988.05;"
"27/1/2010,1972.22;"
"26/1/2010,1961.97;"
"25/1/2010,1981.96;"
"22/1/2010,1967.08;"
"21/1/2010,1964.18;"
"20/1/2010,1957.82;"
"19/1/2010,1967.4;"
"15/1/2010,1974.13;"
"14/1/2010,1965.81;"
"13/1/2010,1959.43;"
"12/1/2010,1968.24;"
"8/1/2010,1969.08;"
"7/1/2010,1971.32;"
"6/1/2010,1992.78;"
"5/1/2010,2021.21;"
"4/1/2010,2044.23;"
"30/12/2009,2046.2;"
"29/12/2009,2037.92;"
"28/12/2009,2043.41;"
"24/12/2009,2045.07;"
"23/12/2009,2054.1;"
"22/12/2009,2030.17;"
"21/12/2009,2025.85;"
"18/12/2009,2015.74;"
"17/12/2009,2005.09;"
"16/12/2009,2001.86;"
"15/12/2009,1992.1;"
"14/12/2009,2000.54;"
"11/12/2009,2016.17;"
"10/12/2009,2016.73;"
"9/12/2009,2009.45;"
"7/12/2009,2003.94;"
"4/12/2009,1989.94;"
"3/12/2009,1990.8;"
"2/12/2009,1990.29;"
"1/12/2009,1998.45;"
"30/11/2009,1997.47;"
"27/11/2009,1974.14;"
"25/11/2009,1969.01;"
"24/11/2009,1964.92;"
"23/11/2009,1974.47;"
"20/11/2009,1962.33;"
"19/11/2009,1953.45;"
"18/11/2009,1966.22;"
"17/11/2009,1971.27;"
"13/11/2009,1976.89;"
"12/11/2009,1969.52;"
"10/11/2009,1968.45;"
"9/11/2009,1981.61;"
"6/11/2009,1958.24;"
"5/11/2009,1963.7;"
"4/11/2009,2008.72;"
"3/11/2009,1993.8;"
"30/10/2009,2004.37;"
"29/10/2009,2006.18;"
"28/10/2009,1977.26;"
"27/10/2009,1932.81;"
"26/10/2009,1924.35;"
"23/10/2009,1914.89;"
"22/10/2009,1910.04;"
"21/10/2009,1913.98;"
"20/10/2009,1858.4;"
"19/10/2009,1843.81;"
"16/10/2009,1838.26;"
"15/10/2009,1830.38;"
"14/10/2009,1825.68;"
"13/10/2009,1857.21;"
"9/10/2009,1870.96;"
"8/10/2009,1897.31;"
"7/10/2009,1906.59;"
"6/10/2009,1925.57;"
"5/10/2009,1919.75;"
"2/10/2009,1918.87;"
"1/10/2009,1925.49;"
"30/9/2009,1922;"
"29/9/2009,1921.64;"
"28/9/2009,1926.59;"
"25/9/2009,1922.5;"
"24/9/2009,1911.66;"
"23/9/2009,1914.47;"
"22/9/2009,1950.77;"
"21/9/2009,1951.38;"
"18/9/2009,1962.6;"
"17/9/2009,1960.76;"
"16/9/2009,1986.86;"
"15/9/2009,1998.99;"
"14/9/2009,1985.38;"
"11/9/2009,2008.95;"
"10/9/2009,1998.17;"
"9/9/2009,1994.44;"
"8/9/2009,2018.72;"
"4/9/2009,2029.75;"
"3/9/2009,2065.73;"
"2/9/2009,2068.96;"
"1/9/2009,2057.81;"
"31/8/2009,2035;"
"28/8/2009,2043.65;"
"27/8/2009,2044.79;"
"26/8/2009,2007.2;"
"25/8/2009,1997.44;"
"24/8/2009,1997.31;"
"21/8/2009,2012.67;"
"20/8/2009,2041.91;"
"19/8/2009,2037.1;"
"18/8/2009,2016.09;"
"14/8/2009,1999.98;"
"13/8/2009,2026.45;"
"12/8/2009,2050.45;"
"11/8/2009,2022.56;"
"10/8/2009,1997.01;"
"6/8/2009,1987.84;"
"5/8/2009,1992.98;"
"4/8/2009,2008.96;"
"3/8/2009,2040.95;"
"31/7/2009,2043.37;"
"30/7/2009,2073.92;"
"29/7/2009,2013.82;"
"28/7/2009,1982.43;"
"27/7/2009,1970.11;"
"24/7/2009,1953.12;"
"23/7/2009,1975.05;"
"22/7/2009,1986.35;"
"21/7/2009,2006.82;"
"17/7/2009,2025.71;"
"16/7/2009,2018.93;"
"15/7/2009,2054.19;"
"14/7/2009,2085.74;"
"13/7/2009,2116.99;"
"10/7/2009,2105.36;"
"9/7/2009,2108.2;"
"8/7/2009,2090.35;"
"7/7/2009,2109.08;"
"6/7/2009,2086.36;"
"3/7/2009,2096.23;"
"2/7/2009,2111.71;"
"1/7/2009,2145.21;"
"30/6/2009,2158.67;"
"26/6/2009,2188.5;"
"25/6/2009,2158.72;"
"24/6/2009,2165;"
"23/6/2009,2108.2;"
"19/6/2009,2074.72;"
"18/6/2009,2071.29;"
"17/6/2009,2014.91;"
"16/6/2009,2015.4;"
"12/6/2009,2026.17;"
"11/6/2009,2042.19;"
"10/6/2009,2060.18;"
"9/6/2009,2091.1;"
"8/6/2009,2063.1;"
"5/6/2009,2072;"
"4/6/2009,2073.55;"
"3/6/2009,2077.02;"
"2/6/2009,2109.42;"
"1/6/2009,2140.66;"
"29/5/2009,2190.45;"
"28/5/2009,2208.89;"
"27/5/2009,2213.89;"
"26/5/2009,2201.44;"
"22/5/2009,2206.6;"
"21/5/2009,2196.21;"
"20/5/2009,2221.27;"
"19/5/2009,2255.22;"
"18/5/2009,2252.8;"
"15/5/2009,2251.53;"
"14/5/2009,2257.36;"
"13/5/2009,2221.4;"
"12/5/2009,2220.92;"
"11/5/2009,2210.35;"
"8/5/2009,2208.98;"
"7/5/2009,2233.5;"
"6/5/2009,2256.99;"
"5/5/2009,2272.55;"
"4/5/2009,2288.64;"
"30/4/2009,2289.73;"
"29/4/2009,2332.47;"
"28/4/2009,2325.02;"
"27/4/2009,2283.2;"
"24/4/2009,2300.74;"
"23/4/2009,2318.83;"
"22/4/2009,2338.6;"
"21/4/2009,2376.38;"
"20/4/2009,2343.34;"
"17/4/2009,2344.98;"
"16/4/2009,2380.69;"
"15/4/2009,2394.27;"
"14/4/2009,2392.22;"
"13/4/2009,2388.11;"
"8/4/2009,2416.63;"
"7/4/2009,2408.42;"
"6/4/2009,2422.71;"
"3/4/2009,2451.72;"
"2/4/2009,2534.99;"
"1/4/2009,2544.24;"
"31/3/2009,2561.21;"
"30/3/2009,2485.56;"
"27/3/2009,2435.81;"
"26/3/2009,2379.94;"
"25/3/2009,2353.21;"
"24/3/2009,2340.83;"
"20/3/2009,2335.29;"
"19/3/2009,2383.15;"
"18/3/2009,2390.98;"
"17/3/2009,2390.96;"
"16/3/2009,2445.3;"
"13/3/2009,2481.26;"
"12/3/2009,2506.73;"
"11/3/2009,2525.06;"
"10/3/2009,2559.36;"
"9/3/2009,2548.57;"
"6/3/2009,2572.92;"
"5/3/2009,2589.48;"
"4/3/2009,2588.96;"
"3/3/2009,2590.97;"
"2/3/2009,2555.89;"
"27/2/2009,2555.05;"
"26/2/2009,2575.5;"
"25/2/2009,2596.37;"
"24/2/2009,2572.3;"
"23/2/2009,2588.31;"
"20/2/2009,2547.4;"
"19/2/2009,2558.14;"
"18/2/2009,2554.4;"
"17/2/2009,2509.5;"
"13/2/2009,2520.06;"
"12/2/2009,2537.82;"
"11/2/2009,2494.07;"
"10/2/2009,2450.6;"
"9/2/2009,2449.49;"
"6/2/2009,2472.65;"
"5/2/2009,2469.02;"
"4/2/2009,2443.67;"
"3/2/2009,2450.78;"
"2/2/2009,2420.26;"
"30/1/2009,2386.58;"
"29/1/2009,2341.09;"
"28/1/2009,2310.83;"
"27/1/2009,2280.43;"
"26/1/2009,2280.77;"
"23/1/2009,2247.87;"
"22/1/2009,2245.97;"
"21/1/2009,2245.28;"
"20/1/2009,2227.68;"
"16/1/2009,2249.64;"
"15/1/2009,2234.4;"
"14/1/2009,2226.87;"
"13/1/2009,2216.23;"
"9/1/2009,2220.82;"
"8/1/2009,2214.13;"
"7/1/2009,2197.72;"
"6/1/2009,2227.24;"
"5/1/2009,2234.81;"
"2/1/2009,2243.59;"
"30/12/2008,2234;"
"29/12/2008,2204.95;"
"26/12/2008,2198.09;"
"24/12/2008,2180.49;"
"23/12/2008,2169.83;"
"22/12/2008,2167.35;"
"19/12/2008,2163.14;"
